instance,rohanrajpal/bert-base-codemixed-uncased-sentiment,Sangramsing/whisper-large,michaellee8/wisper-base-jwt,Geotrend/bert-base-15lang-cased,lesliejd/jt-whisper,racheltong/whisper-tiny,nbroad/mt5-base-qgen,AbhirupGhosh/opus-mt-finetuned-en-hi,S-Fry/large,Helsinki-NLP/opus-mt-iir-en,damerajee/hindi-english,nbroad/mt5-small-qgen,Varosa/mbart-many-to-many,aditii09/whisper_eng_asr,bitextor/bicleaner-ai-full-en-hi,patrol90/whisper-large,Helsinki-NLP/opus-mt-en-inc,setu4993/LEALLA-base,Areeb123/En-Hi_Translation_Model,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,monsoon-nlp/muril-adapted-local,Evan-Lin/whisper-large-v1-tw,defining/maggle,rohanrajpal/bert-base-en-hi-codemix-cased
"@TheRealPCB plz stump mike band kara do @SarfarazA_54 LAWDE ki tarah bola ja raha hai,jaise chutiya galli cricket khel raha hai #PAKvWXI",51,53,53,54,53,53,46,63,53,83,63,46,49,53,49,53,59,46,63,51,48,53,53,51
Bharat me Muslim Marad Mahatma Gandhi ki nakal kar #TripleTalaq Muslim Mehlao ko SC se justice nahi hoony de rahy. pic.twitter.com/Udd1bNgrVA,52,53,53,50,53,53,47,62,53,82,62,47,45,53,45,53,53,42,62,52,43,53,53,52
@patanjali_yog Yog Guru Ramdev bolo aur Baba ko as aaj se bhul jao aur jyada Bollywood ke chakkar me mat aao Varna apke shishya naaraj honge,51,52,52,49,52,52,47,63,52,80,63,47,44,52,44,52,61,41,63,51,40,52,52,51
Mantri ji hume bahut garv hai aap pe. Per aapko bhi pata hai casties kitna andar tak hai politics me. Samaj me to bahut kam ho gaya hai.,45,49,49,46,49,49,40,56,49,72,56,40,39,49,39,49,56,40,56,45,35,49,49,45
Bharti Media MS Dhoni Par Baras Parre MS.DH0NI Ameer Bane k liye Cricket Khil rahe hn Bharat me Ghareebon ko team se nazar andaz kar rahe he,51,55,55,50,55,55,46,58,55,73,58,46,42,55,42,55,54,41,58,51,40,55,55,51
@BJP4India politics is saamne se hum jaise Brahman se samarthan lo ar bhai banao...aur jab kam Nikal jae phir kaam shuru reservation ke liye,48,47,47,50,47,47,40,56,47,74,56,40,40,47,40,47,52,40,56,48,35,47,47,48
"Waise bhi BJP ko to gaaye ke naam par hattya or triple talaq aur jumle baaji se furshat Kaha, thoda bahut kaam par bhi dhayan delo",44,56,56,45,56,56,40,59,56,70,59,40,39,56,39,56,55,37,59,44,39,56,56,44
#Cricket_Info: - #Pakistan Ne 5th #World Cup 25 March 1992 Ko #England Ko 22 #Runs Se Hara Kar World Cup Jeeta Tha. _ #NTS #CSS #CRICKET,44,54,54,44,54,54,43,52,54,77,52,43,48,54,48,54,50,43,52,44,45,54,54,44
Afsoos 40 saal ho gay politics mein lekin abhi tak speech kerna bi nehi ay abhi tak daik k parna hi Sharm kero 22 karore k leader bantay ho,43,47,47,43,47,47,39,54,47,71,54,39,43,47,43,47,52,38,54,43,39,47,47,43
Ghar ki murgi daal barabar :D #Irony,14,17,17,13,17,17,14,18,17,19,18,14,14,17,14,17,17,12,18,14,11,17,17,14
Your welcome Mam Bhayya Aur bhabhi dono ko cricket me aur khel me bahut interest hai I hope ki aage isse behtar suvidha denge,37,39,39,38,39,39,34,46,39,64,46,34,34,39,34,39,44,32,46,37,29,39,39,37
Bollywood: Piracy roko lekin kaise?Jab mere UAE Aur Pak me bathe mere dost mujhe HD print ka torrent bhej dete hai.zee se acha prnt hota h,51,50,50,49,50,50,43,54,50,77,54,43,40,50,40,50,52,39,54,51,39,50,50,51
Ndtv hi to pure bharat ki azaadi ka prateek tha.. ab kya bacha bharat mein..!! #sarcasm,37,37,37,37,37,37,31,43,37,48,43,31,29,37,29,37,43,30,43,37,29,37,37,37
Aby nikhatoo kisi kam ka nahi ha tu acha howa politics kar ke nkal diya tumhe warna tum champion trophy bhi har wadete paindu boy,39,48,48,40,48,48,37,49,48,68,49,37,35,48,35,48,50,31,49,39,35,48,48,39
@iamsrk Sir Entry In Bollywood Koi Na Koi Chahiye Pyar Karnewala   Aur Aaj India me hi Nahi Puri Duniya Me Unhe Pyar Karne wale He !  pic.twitter.com/cY262qRA29,60,66,66,61,66,66,51,68,66,88,68,51,46,66,46,66,61,50,68,60,53,66,66,60
"Let's see p.m modi kya qanoon banate hai Or ye bhi dekhte hai k kitni politics hoti hai  3, talaaq pe",35,40,40,35,40,40,30,42,40,56,42,30,33,40,33,40,39,32,42,35,29,40,40,35
Wahi to main kaah Raha hu sir aap log Gandhi ji k Naam per politics kare unk Adarsh or  baatine Ko na mane,34,36,36,34,36,36,31,35,36,54,35,31,30,36,30,36,35,27,35,34,29,36,36,34
Chaa gaya Malik  #CricektKiHalalala #PAKvWXI #PAKvWorldXI #CricketComesHome #Cricket #WorldXI #GaddafiStadium #hashimamla #BabarAzam #PCBpic.twitter.com/d9i0WCEc7c,65,84,84,78,84,84,62,86,84,105,86,62,68,84,68,84,87,65,86,65,73,84,84,65
"Mother: beta, 5 min. Aur so jati to raat hi ho jati na.. 5 min. Ke liye kyu uth gayi.. . #sarcasm",40,40,40,40,40,40,41,47,40,56,47,41,40,40,40,40,46,37,47,40,34,40,40,40
"dhanyawaad aap sabhi ko ,tweet pasand krne ke liye #viralsach #SupremeCourt #TripleTalaq",32,38,38,33,38,38,29,46,38,51,46,29,33,38,33,38,44,27,46,32,27,38,38,32
Sectarian war jo chal rahi pey vali nasr ka kam -politics aur sociology pey kai books hain -Maupassant ko parhain,33,39,39,33,39,39,29,45,39,59,45,29,29,39,29,39,44,29,45,33,32,39,39,33
Ankhon se ansoo nikalne lage the dil jaise band hogia tha jab Afridi ki entry hui thi beshak is naam se cricket ka har lamha behtreen hai,43,48,48,44,48,48,38,57,48,75,57,38,39,48,39,48,55,38,57,43,37,48,48,43
jehadiyon aur dawood dwara financed urdu film industry bollywood ne hindi bhasha ko sarvadhik kshati pahuchai hai. urdu farsi arabi ke words,44,46,46,45,46,46,39,52,46,77,52,39,39,46,39,46,56,34,52,44,29,46,46,44
"@ShahnawazBJP sir ...is desh ke politician id desh ke logon ko ""DHARYA""ke alawa de v kya sakte hai...ap dharya do log mrte rahe #Politics",55,55,55,55,55,55,46,60,55,70,60,46,47,55,47,55,57,49,60,55,48,55,55,55
sharab toh yunhi badnaam hai Nasha toh india me cricket ka chal raha hai #VIRUPANTI @virendersehwag @StarSportsIndia,37,49,49,41,49,49,31,47,49,64,47,31,35,49,35,49,46,34,47,37,37,49,49,37
Jo insan apni biwi k murderer ko pakad ne k liye ek step nahi utha sakta wo muslim ka paksh le k Politics na hi kare,36,37,37,36,37,37,36,43,37,57,43,36,32,37,32,37,41,32,43,36,30,37,37,36
Sab Bahar rakha Nawaz Sahab ne Mulk se tabhi ab Mulk ki politics se automatically Bahar horahe hain wo..,32,34,34,32,34,34,31,39,34,56,39,31,28,34,28,34,30,27,39,32,28,34,34,32
Aaj Tak par Maviya Ali Islam ko mane ya na mane par politics mai Samaj Baadi Party ke leader Akhilesh yadav or Mulayam ke charan chhute hai,43,43,43,43,43,43,37,51,43,67,51,37,38,43,38,43,48,38,51,43,29,43,43,43
Saath nahi reh sakte to divorce de de log...per kam se kam dono parties ko euqal rights miley...aap bhi aurat ko triple talaq ka haq de de,46,50,50,46,50,50,40,49,50,69,49,40,37,50,37,50,48,40,49,46,40,50,50,46
Kya ittefaq hai..na uss paar woh sharif hain..aur iss paar agar woh singh hai to bhi koi dahaad nai hai....#irony,46,43,43,46,43,43,39,55,43,65,55,39,40,43,40,43,54,39,55,46,38,43,43,46
Sharjeel Khan ..... Kyun kulhari par paaoon mara... #cricket #Pakistan,28,27,27,26,27,27,18,28,27,34,28,18,19,27,19,27,25,24,28,28,25,27,27,28
Papu gaythey bachho ko dekh ney gay they ki politics Karne agar dekh ney gay they to Kya kiya wey Battey,35,41,41,36,41,41,30,38,41,53,38,30,30,41,30,41,35,31,38,35,32,41,41,35
WO MASSOM BACHHE TO ITNA BHI NHI JAAN PAYE KI UNKA MURDER PoliticS KI WAJAH SE HUI AUR USKA JIMMEDAR BHAGWADHARI HAI,38,54,54,62,54,54,43,68,54,85,68,43,47,54,47,54,65,47,68,38,60,54,54,38
Wahi Wahhhh ab village or city me koi farq nhi rha politics wale wahn bhi ghotale kr rhe h or wahn bhi wahhh,43,37,37,43,37,37,29,44,37,66,44,29,31,37,31,37,46,31,44,43,39,37,37,43
"3 talaq pe jo hindu mard khush hai wo srf isliye kyuki ab muslim bhi barabar sataye jayenge, unki to 3-3 bhi hai. #TripleTalaq #randomthot",51,61,61,52,61,61,45,64,61,74,64,45,47,61,47,61,63,45,64,51,42,61,61,51
#PAKvsWorldXI Humary Mulk Mein Roz Cricket Bahal Ho Rahe Hote Hai Kabhi Zimbabwe Kabhi Kenay Kabhi PSL Tab Be Yahe Sona Tha Bahal Ho Gaye,49,51,51,52,51,51,45,54,51,73,54,45,40,51,40,51,51,41,54,49,48,51,51,49
Kunki resign dene she accident nahi rukega balki railway par politics chhorkar sahi bat ko accept aur galat ka sudhar kar railway thik hoga.,37,43,43,38,43,43,37,44,43,73,44,37,39,43,39,43,42,34,44,37,30,43,43,37
Auqat 6-8 Ka Hai !! Isse Jyada Nahin..Bhik Mange Ga Total Bollywood Se To 10+ Karta Hai,32,36,36,31,36,36,28,36,36,47,36,28,26,36,26,36,36,29,36,32,31,36,36,32
"@SPN_Cricket #vivekrazdan Bhai India ke against na bola karen..... maaf karen,badi manhoos boli hai aapki .......",46,42,42,46,42,42,34,47,42,58,47,34,34,42,34,42,47,38,47,46,40,42,42,46
Aaj kal problem hi yehi hai. Us time ke sab players to retire ho gaye aur jo aaj kal fans hai unko pata hi nhi cricket tha kya 90's mein,44,43,43,44,43,43,41,52,43,71,52,41,38,43,38,43,52,37,52,44,37,43,43,44
kyu bhai jab bihar ka badh ko politics se jod rahe ho to bengal kyu nahi. Ha waise apni antaratma soyi nahi thi,37,44,44,38,44,44,34,47,44,63,47,34,34,44,34,44,46,34,47,37,29,44,44,37
Saal mein ek baar to Diwali aa hi jaati hai. #sarcasm :-D,22,24,24,22,24,24,25,32,24,31,32,25,21,24,21,24,32,19,32,22,19,24,24,22
Waise ees saal wahi hua Jo 2002 mein hua thaa.Bollywood ki lag gayi hai.,27,30,30,25,30,30,23,28,30,42,28,23,23,30,23,30,32,20,28,27,22,30,30,27
"arey hutiyaa logon,aese bol rhe jaise hamare yaha cricket ni hoti",24,23,23,24,23,23,22,25,23,35,25,22,23,23,23,23,24,22,25,24,17,23,23,24
#ViruPanti   DHONI or ANHONI kabhi bhi cricket match ka rukh badal sakte hain,25,33,33,27,33,33,23,32,33,46,32,23,23,33,23,33,32,23,32,25,21,33,33,25
@BCCIOfficials bahut dukh ke sath khna pad rha h ki cricket me bhi rajniti hoti kyu yuvi raina ko nhi select krne ka karn h rajinti,47,49,49,48,49,49,44,60,49,77,60,44,42,49,42,49,55,42,60,47,42,49,49,47
"ODI and TEST Dono me hi ek Common name hai Sachin Ramesh Tendulkar Isi liye to inko Cricket ke Bhagwan kaha jate hai,",38,42,42,40,42,42,35,45,42,54,45,35,34,42,34,42,44,30,45,38,28,42,42,38
#triple_talaq me #naqab wali aurten kyo zada dikh rhi h?? #just_a_question #padmavti,36,40,40,36,40,40,32,41,40,49,41,32,34,40,34,40,40,33,41,36,32,40,40,36
India m log jab triple talaq jese muddo s bahar niklenge tabhi to band hoga,24,33,33,24,33,33,23,26,33,41,26,23,20,33,20,33,26,21,26,24,18,33,33,24
@aajtak channel dekhna @vikrantgupta73 Sir Ko Dekhne Ke Bad Hi Chalu Kiya Tha.Unke Jitna Cricket Knowledge Kisi Bhi Anchor Ke Pas Nahi He,42,50,50,45,50,50,45,52,50,72,52,45,42,50,42,50,50,41,52,42,42,50,50,42
"#PAKvWXI  Hamay cricket fever mai Etna mast Nahi hona chahiay k mazloom #rohingya ki nasal kashi bhool jaye..""meri masti mai shaoor hai """,51,51,51,54,51,51,47,60,51,71,60,47,46,51,46,51,63,42,60,51,47,51,51,51
Virat Kohli and Anushka Sharma go green in Sri Lanka #cricket #Bollywoodpic.twitter.com/aYWm8DKkd2,38,42,42,35,42,42,30,41,42,58,41,30,34,42,34,42,40,29,41,38,30,42,42,38
Agar yeh Sangharsh K Path Apnate Hain Tuub Bhavisya Uujwal Hai Agar Drawing Room Caste Politics Apnate Hain Tuub Nirbal behtar hoga ki abhi,42,50,50,50,50,50,38,54,50,75,54,38,43,50,43,50,51,41,54,42,43,50,50,42
Bhai bhakto ab toh Hadd ho gyi 1 baar 2 baar 3 baar!!!!! Ab bhi yahi kahoge ki kuchh mat bolo politics nhi karni chahiye Ghantaa,52,51,51,52,51,51,39,61,51,68,61,39,38,51,38,51,59,40,61,52,43,51,51,52
Hum us mahan Deshawn ke wasi hain Jahan Logon ko kanoon se jyada baba aur maaulvi par Bharosa hai#tripletalaq#RamRahimSingh,44,50,50,44,50,50,40,54,50,71,54,40,41,50,41,50,53,42,54,44,40,50,50,44
Tum bhi bollywood ka khota chalte ho ..Jis ka naam hai kapoor khota... Bhag sale...Tu kya tere bete ko bhi nahi dekhna chahte... Mulle,53,51,51,53,51,51,40,58,51,63,58,40,37,51,37,51,55,43,58,53,46,51,51,53
Because of dirty indian Politics. Ye log kurshi ke liye apne Ma Bap ko bhi nahi pahchante. Let us pray God for our Bapujee.,40,42,42,40,42,42,38,43,42,64,43,38,37,42,37,42,43,34,43,40,33,42,42,40
Jarurat hai ek bar Politics ko side par rakhkar in jaiso ko milkar sabak sikhane ki...@OfficeOfRG @PMOIndia,35,39,39,37,39,39,32,39,39,55,39,32,33,39,33,39,38,34,39,35,35,39,39,35
Aap log Aarakshan rupi Bhik nahi le aur apne aap Ko itna strong banayen ki netaon Ko ispar politics karne ka mauka mat dijiye.,39,46,46,39,46,46,37,50,46,66,50,37,38,46,38,46,49,36,50,39,35,46,46,39
Kashmir to dhhobi ka gadha ban gya hai politics me uatr k  Na ghar ka na ghat ka,28,31,31,26,31,31,26,30,31,37,30,26,26,31,26,31,28,25,30,28,24,31,31,28
@republicHam Hindustani bas Indian cricket team ke liye eak hai. Baki Ham aalag hai KuNhi panchkula mein jo 30log mare gye hai. Swaal puchu,43,49,49,44,49,49,44,54,49,73,54,44,43,49,43,49,54,39,54,43,39,49,49,43
#ViruPanti aakash chopara kripiya cricket se related logical baate kijiye to acha rahega @virendersehwag @StarSportsIndia,37,42,42,39,42,42,36,45,42,69,45,36,39,42,39,42,44,33,45,37,36,42,42,37
Ye Baat nehi Triple Talaq ki Ye ladhai hei.. Burkha aur Topiwaloki.. Badhali aur Badimaanki Mazlum aur darindegiki..,42,42,42,42,42,42,39,50,42,65,50,39,40,42,40,42,47,38,50,42,42,42,42,42
Tujhe triple talaq ya kulbhushan Jadhav discuss karna hai toh bhi chalega,24,33,33,24,33,33,18,28,33,38,28,18,19,33,19,33,27,19,28,24,17,33,33,24
In sare lafdey ko chupane ke liye ek #tripletalaq hi kafee hai SHAHEB,26,28,28,27,28,28,22,31,28,36,31,22,22,28,22,28,31,20,31,26,25,28,28,26
@aamir_khan sir asahishnuta pe aap bebak rai rakhte hai. Triple talaq halala ispe kya ho jaata hai aapko? Apne views rakhiye.,44,51,51,44,51,51,41,54,51,71,54,41,42,51,42,51,53,39,54,44,38,51,51,44
Tyagi ji aap bahot sochte hain janta ke bare me. Aap jaise logo ko politics me aage badhna chahiye. Keep it up.,36,39,39,36,39,39,34,42,39,63,42,34,33,39,33,39,42,34,42,36,32,39,39,36
Muslimo me triple talaq hota lekin hindu behno ka bhi socho Modi ki Biwi ko insaaf kab dilaunge .,35,39,39,35,39,39,28,40,39,50,40,28,28,39,28,39,36,27,40,35,27,39,39,35
Bhav khatam ho Gaya hai..aajkal sirf politics wale pe tweet ata hai.,24,27,27,25,27,27,22,31,27,39,31,22,22,27,22,27,28,21,31,24,19,27,27,24
"Politics main natikta? What a joke Ajai. Mujhe Laga thaa, shayad BJP kuch alag karegi,lekin yahan bhi haal vaisa hi hey. Man khinn ho Gaya.",53,57,57,55,57,57,47,60,57,81,60,47,45,57,45,57,58,43,60,53,41,57,57,53
#TripleTalaq ke khelaf mere msg se agar taqlif ho rahe ho to hone do pr Qanun e Quran hamesha ak he rahe ga aur agar mere khelaf jana h jao,50,58,58,50,58,58,46,64,58,79,64,46,41,58,41,58,61,42,64,50,44,58,58,50
Jab harmi ki hi koom hai toh naach dekhega hi. politics say kuch nahi lena dena..loot mar chori yahi hai dhandha,39,43,43,39,43,43,32,45,43,57,45,32,35,43,35,43,42,33,45,39,33,43,43,39
Politics to harami hai par tu sabse bada haramzaada hai .modi se anne se pehle tu desh bhakt tha ab tu jihadi hai.laanat hai .,41,51,51,41,51,51,40,55,51,70,55,40,40,51,40,51,55,37,55,41,36,51,51,41
Triple talaq ka baat kerne wale yeh kah rahe the ki Mahila ke samman ki baat hai Aur Jo yeh ker rahe kiya is se bi mahila samman ho raha h,47,52,52,48,52,52,40,60,52,69,60,40,36,52,36,52,57,40,60,47,38,52,52,47
"#maullanao ki aisi ki taisi, ye salle itni haram hai ki apni patni se man bhar aaye to usko haram karar dete hai #TripleTalaq dekr.",45,54,54,46,54,54,43,64,54,69,64,43,43,54,43,54,60,41,64,45,43,54,54,45
"#TripleTalaq Koi bhi pratha jis marzi Dharm main ho Samay aur Duniya kii Bhalai ke Liye change Jarrori, Taki Dharm par Logo ka Vishwas bne",48,52,52,51,52,52,41,55,52,70,55,41,42,52,42,52,52,41,55,48,47,52,52,48
solrathu yaarunu paatha nirbhaya rape case ah vachu politics pana mundam,22,24,24,22,24,24,20,28,24,40,28,20,22,24,22,24,27,19,28,22,19,24,24,22
Khattar sarkaar ne full azaadi.de rakhi an bhugto. Yehi politics hai. Jeeo aur jeene do...,35,36,36,35,36,36,30,38,36,49,38,30,31,36,31,36,38,32,38,35,30,36,36,35
Yahan tou triple talaq banta hai bhai,11,19,19,11,19,19,9,13,19,18,13,9,11,19,11,19,13,10,13,11,10,19,19,11
Samip bhai aaj Viru bhai hai n cricket ki baat mai @indiatvnews 7pm today,25,30,30,24,30,30,24,32,30,40,32,24,22,30,22,30,30,21,32,25,20,30,30,25
Gooh kha lo na bhai seedhe -_- har jagah politics aur chaatna koi bhakto se seekhe -_-,32,33,33,32,33,33,25,36,33,52,36,25,29,33,29,33,34,29,36,32,26,33,33,32
"Film Kabhi Khushi Kabhi Gham' Ki Nanni Maloveka RaaJ Bollywood Mein ENTRY K Liye Tayar, Film Ceptain Mein Imran Hashmi K Sath Heroin HoGi,",48,52,52,51,52,52,43,56,52,75,56,43,40,52,40,52,51,44,56,48,48,52,52,48
cricket desh ke bachcho ko barbadi Ki aur le ja raha hai..,20,22,22,20,22,22,18,23,22,29,23,18,18,22,18,22,23,17,23,20,17,22,22,20
Ho gaye suru.. Abe chutiye tu to shanti rakh.. politics mat pel .. abhi to santi se tujhe pela .. thandak na lagi ka,41,44,44,41,44,44,38,50,44,60,50,38,37,44,37,44,49,37,50,41,36,44,44,41
Acha wo to tumhe cricket ki hi baate aati hai...Baki khelo me bhi dhyan de lo,31,31,31,31,31,31,26,32,31,39,32,26,26,31,26,31,31,25,32,31,26,31,31,31
Ashok ji bjp walo ki ankho ka pani dry ho gya hai.oh aulad kya jaane.ushko to maa hi janti  hongi.Aulad wale hi politics meganda ranjit k,51,56,56,51,56,56,47,56,56,80,56,47,46,56,46,56,56,43,56,51,40,56,56,51
Cool Raj Kaho na pyar hai scen  @iHrithik #HrithikRoshan #amishapatel #hrithik #bollywood #tweetme #indian #video #hrpic.twitter.com/G9i9WEw7Ks,61,65,65,64,65,65,53,69,65,85,69,53,55,65,55,65,66,54,69,61,56,65,65,61
Cricket News Azeem Maqsad K Liye Us Se Barrh Kar Kuch Nahi Ho Sakta. Shahid Afridi #M_RaZZaQ*,35,41,41,37,41,41,34,42,41,53,42,34,32,41,32,41,40,33,42,35,37,41,41,35
"Cricket News: South Africa K 5 Khilari Aa Rahe Hain. Aaj Wo Din Aa Gaya Hai Jis Ka Sub Intazaar Kar Rahe The. Najam Setthi     ""A/Z"" ""BROHI""",46,58,58,48,58,58,48,62,58,77,62,48,47,58,47,58,58,46,62,46,50,58,58,46
"Woh tho chal nahi rahi, so cricket hi dekhlete hain.!",19,24,24,19,24,24,14,21,24,26,21,14,15,24,15,24,20,17,21,19,17,24,24,19
"Bache ke maut me v tumko arkshan sujhta h, dhikkar h aise politics karne walo par, bade sadhu bane firte h yogi, etne bacho ka hatyara",48,54,54,49,54,54,44,55,54,72,55,44,46,54,46,54,55,41,55,48,41,54,54,48
"@SirSunnyDeol jitni politics unke sath huwi hai, kuch pata bhi hai tumhe, ye film nahi hai 17 year barbad kiya hai unhone,",42,46,46,44,46,46,36,51,46,66,51,36,39,46,39,46,50,39,51,42,38,46,46,42
Har ek friend (cust) jaruri hota hai se jo tera (cust ka) hai wo mera hai tak. Bharti Airtel has come long way #Sarcasm,41,43,43,41,43,43,38,48,43,63,48,38,38,43,38,43,48,37,48,41,36,43,43,41
Tu Na Jaane Aas Paas Hai khuda #kaileshkher #anjaananjaani #priyankachopra #RanbirKapoor #bollywood #cover #songcover #follow #like #RTpic.twitter.com/Xupa8ZdZoE,63,68,68,66,68,68,56,75,68,93,75,56,59,68,59,68,69,59,75,63,56,68,68,63
@msdhoni ko cricket khelna Nahi AATA  aur uski biopic me kaam Karne wale @itsSSR  ko acting Nahi aati.,32,40,40,34,40,40,35,42,40,54,42,35,31,40,31,40,41,31,42,32,30,40,40,32
@ArvindKejriwal politics ka pata ni par kejariwal ji ...Tujhe born karne vale mom ko dukh hota hoga,34,36,36,35,36,36,27,43,36,54,43,27,31,36,31,36,39,32,43,34,28,36,36,34
@OfficeOfRG  Bhai ek ehsaan kar politics rehne de..BEd kar le ...bachoon ki naak saaf kariyoo..,36,37,37,39,37,37,34,42,37,51,42,34,33,37,33,37,42,35,42,36,36,37,37,36
Boys Ki SALARY&Girl Ka PERIODS 30din Me 1bar Aati He 5-6 Din Me Khatam Ho Jati He Late Aye To Tnsn Na Aaye To Samjho Watt Lag Gayi #sarcasm,50,54,54,55,54,54,47,65,54,74,65,47,50,54,50,54,62,47,65,50,55,54,54,50
"CONG. KI SABHAO ME GATE THE,HAIN,, KOI DIKKAT NAHI .iSE SAMASYA BANA KAR APNI OCHI VOTE BANK POLITICS KE LIYE NAUTANKI KAR RAHE.2/2",46,63,63,72,63,63,53,77,63,103,77,53,55,63,55,63,76,57,77,46,72,63,63,46
Cricket hatwaya maine waise bhi woh bezati karwa rahe hai,19,21,21,19,21,21,16,23,21,31,23,16,15,21,15,21,21,15,23,19,17,21,21,19
@InziTheLegend Masha Allah Ap deen ko samjh rahe hain pak m cricket ki bahaali k liye 35 crore kharch kar raha hain,39,42,42,42,42,42,33,45,42,61,45,33,33,42,33,42,43,32,45,39,33,42,42,39
politics kr ke kya mille ga virat wa ko or chutiye selector ko bhagwaan sab dekh ta hai,28,31,31,28,31,31,22,34,31,46,34,22,24,31,24,31,33,23,34,28,21,31,31,28
triple talaq practice ki jati hai jo maine bataya aur islam.me.hai apne joo.kaha usey nh.. no legal way .. triple and khula best option,43,48,48,43,48,48,42,52,48,76,52,42,38,48,38,48,50,38,52,43,38,48,48,43
Jaane kitne labon par gile hai... #irony,15,15,15,16,15,15,13,14,15,21,14,13,14,15,14,15,14,14,14,15,15,15,15,15
kash aap shirf Bhai bolti naheen samajhten bhe. Bhai bohat acha adme hain ager politics main naheen atay tou kese masjid main Imam hotay pic.twitter.com/iTdGUWcZIN,57,65,65,63,65,65,53,69,65,92,69,53,51,65,51,65,66,49,69,57,51,65,65,57
Zimbabwe aniyin munaal talaivar BRENDAN TAYLOR meendum aniyil vilayaaduvathaha arivithullar  #Zimbabwe #Cricket #Tamilnews,41,55,55,37,55,55,35,58,55,69,58,35,39,55,39,55,55,32,58,41,35,55,55,41
#Cricket_News: Lahore Award Takreeb One Day Ky Behtreen Khilari Ka Award Babar Azam Ke Name,27,31,31,26,31,31,26,35,31,45,35,26,27,31,27,31,30,25,35,27,26,31,31,27
Sir ji players ki safety ka dhyan rakhna abh kuch hua too cricket kaa nukhsaan hoo jayega ek aur nation agar apni cricket ka level geradai,41,46,46,41,46,46,39,51,46,73,51,39,36,46,36,46,51,34,51,41,33,46,46,41
Kuch chutiye itna bhari barish me dusre rajya me baith k devendra phanvadis ko kos rahe h  Haramkhoro idhar aafat aayi hai usme bhi politics,49,52,52,49,52,52,46,56,52,74,56,46,44,52,44,52,54,43,56,49,35,52,52,49
#TripleTalaq or train accidents ke shor mein hum log gorakhpur ko bhul hi gaye.,24,29,29,26,29,29,24,30,29,41,30,24,25,29,25,29,29,23,30,24,19,29,29,24
Ye already patrakaro ko kharid chuki ha vasundhara Royal family se thi par isko bhi politics ne nass kar dia ha,31,35,35,31,35,35,29,38,35,56,38,29,30,35,30,35,36,28,38,31,26,35,35,31
"Triple talaq ka virodh karte karte, hum khud ""triple nikaah"" ka shikaar ho gaye ??  polygamy must be a tradition of Jews like beef pic.twitter.com/iQJ8VzCTp8",62,66,66,61,66,66,52,62,66,88,62,52,56,66,56,66,62,51,62,62,48,66,66,62
"Aap ki politics to muslim based hi naa,  fir b kuch nahi kar paye,  ab jab muslim ledis k liye accha hua to aapko hajam nahi ho raha...",48,52,52,48,52,52,40,50,52,70,50,40,38,52,38,52,50,38,50,48,38,52,52,48
"Tujhko bula na paaun, Tujhko bhoola na paaun ! #irony of #life",27,30,30,27,30,30,23,27,30,33,27,23,22,30,22,30,26,20,27,27,25,30,30,27
ji ji mai janta hon.. hum dono bachpan main sath main e gali main cricket khailtay thay,26,30,30,26,30,30,27,31,30,45,31,27,24,30,24,30,30,24,31,26,26,30,30,26
Hareem hadsa tha Allah ki taraf se tha. Ghalti jiski hai us se insaaf lein lekin jo chala gya uska naam le kar politics krna is shameful,44,50,50,44,50,50,41,52,50,77,52,41,41,50,41,50,50,39,52,44,37,50,50,44
"Jo dehshat gardi kertay hain voh Taliban nahi hain, Taliban to sweet sweet dodh peetay bachay hain! #ExcusesForSavingTaliban #sarcasm",44,50,50,45,50,50,40,53,50,72,53,40,43,50,43,50,52,40,53,44,43,50,50,44
"Sale Bua se bada Thug koi nahi politics me, Phoolpur me sahi rate lag gaya to ticket bech kar mana kar degi chunav ladne se",36,45,45,37,45,45,33,46,45,65,46,33,36,45,36,45,44,32,46,36,33,45,45,36
